"Species","sizeWeight","disweight","IntraHAIC","InterHAIC"
"BS","0.4",2,61523.7072785557,64132.5867458204
"Other","0.4",2,25410.2678881415,24556.6538256218
"All","0.5",0,178480.536345155,176175.770619859
"JP","0.5",0,44257.067672527,48670.9275714531
"TA","0.5",0,31777.8236171103,33892.166559188
"BS","0.5",0,54802.9337950291,62123.3795574626
"Other","0.5",0,24848.1130353519,23699.5511403993
"All","0.5",0.1,178249.150995788,175945.093147538
"JP","0.5",0.1,44205.2125171331,48666.2551101975
"TA","0.5",0.1,31772.3564890693,33834.1313668959
"BS","0.5",0.1,54689.1757715621,61798.3304760104
"Other","0.5",0.1,24791.0710039078,23665.6805065089
"All","0.5",0.2,178004.856864616,175726.896588344
"JP","0.5",0.2,44149.0064838505,48663.0701294353
"TA","0.5",0.2,31771.6926387071,33779.5100901183
"BS","0.5",0.2,54579.3844653422,61468.3171786511
"Other","0.5",0.2,24733.7472635569,23630.6853628186
"All","0.5",0.3,177747.742780013,175523.680324059
"JP","0.5",0.3,44088.1516221193,48661.1905880141
"TA","0.5",0.3,31777.131705149,33729.5991957328
"BS","0.5",0.3,54475.447882043,61139.8319119755
"Other","0.5",0.3,24677.175955329,23594.7944868287
"All","0.5",0.4,177478.414197788,175338.132760599
"JP","0.5",0.4,44022.5306741912,48660.4386960253
"TA","0.5",0.4,31790.3278876401,33685.6638062726
"BS","0.5",0.4,54380.2974616314,60821.2474616694
"Other","0.5",0.4,24622.6400364001,23558.4516275874
"All","0.5",0.5,177198.160079172,175173.138502943
"JP","0.5",0.5,43952.3616656757,48660.6647396762
"TA","0.5",0.5,31813.3310804714,33648.8708405792
"BS","0.5",0.5,54298.3081070238,60522.8360069643
"Other","0.5",0.5,24571.6405461924,23522.3445328115
"All","0.5",0.6,176909.181055569,175031.777508799
"JP","0.5",0.6,43878.4250638658,48661.768416204
"TA","0.5",0.6,31848.6070904029,33620.23116568
"BS","0.5",0.6,54235.7405390011,60256.5596009342
"Other","0.5",0.6,24525.841519584,23487.429108148
"All","0.5",0.7,176614.88600783,174917.307999667
"JP","0.5",0.7,43802.3667615307,48663.7156615514
"TA","0.5",0.7,31899.0180036582,33600.5575806626
"BS","0.5",0.7,54201.1328880357,60035.5429851965
"Other","0.5",0.7,24486.9902949129,23454.9456144294
"All","0.5",0.8,176320.233155786,174833.119222294
"JP","0.5",0.8,43727.0523624765,48666.5494679992
"TA","0.5",0.8,31967.7246823078,33590.4412073026
"BS","0.5",0.8,54205.4689092846,59873.1542825469
"Other","0.5",0.8,24456.8144941408,23426.419879817
"All","0.5",0.9,176032.048386533,174782.63602829
"JP","0.5",0.9,43656.904239954,48670.3933014761
"TA","0.5",0.9,32057.9510179711,33590.2439966427
"BS","0.5",0.9,54261.8743191783,59781.6759769176
"Other","0.5",0.9,24436.9011243274,23403.638405949
"All","0.5",1,175759.204362819,174769.159040318
"JP","0.5",1,43598.0941338034,48675.4455392373
"TA","0.5",1,32172.5446443894,33600.1014579801
"BS","0.5",1,54384.5746581946,59770.6675115177
"Other","0.5",1,24428.5678144984,23388.583879772
"All","0.5",1.1,175512.503298099,174795.635403957
"JP","0.5",1.1,43558.4035142203,48681.96360588
"TA","0.5",1.1,32313.3134268144,33619.928745511
"BS","0.5",1.1,54586.9662015697,59845.292950127
"Other","0.5",1.1,24432.7389767656,23383.3198303364
"All","0.5",1.2,175304.104121431,174864.375149747
"JP","0.5",1.2,43546.5521860101,48690.2378877849
"TA","0.5",1.2,32480.2327516453,33649.4251261649
"BS","0.5",1.2,54878.9618774877,60005.0430039362
"Other","0.5",1.2,24449.84111295,23389.8225113984
"All","0.5",1.3,175146.410515523,174976.750446559
"JP","0.5",1.3,43570.9156196316,48700.5577457586
"TA","0.5",1.3,32670.7750958146,33688.0755651955
"BS","0.5",1.3,55264.2150883109,60243.3010388786
"Other","0.5",1.3,24479.7329353829,23409.774204957
"All","0.5",1.4,175050.505394136,175132.930091184
"JP","0.5",1.4,43637.8302005001,48713.1739760948
"TA","0.5",1.4,32879.703939859,33735.1520870433
"BS","0.5",1.4,55738.1585255471,60548.00464313
"Other","0.5",1.4,24521.6864828411,23444.3499579053
"All","0.5",1.5,175024.432067956,175331.703016725
"JP","0.5",1.5,43749.9968395933,48728.2631927207
"TA","0.5",1.5,33099.5723654933,33789.720518436
"BS","0.5",1.5,56287.7256393235,60903.2931957312
"Other","0.5",1.5,24574.4314061935,23494.0409649973
"All","0.5",1.6,175071.773421578,175570.43158722
"JP","0.5",1.6,43905.6022257074,48745.8996416303
"TA","0.5",1.6,33321.864102004,33850.6594701357
"BS","0.5",1.6,56893.0540750842,61291.694245532
"Other","0.5",1.6,24636.2632960498,23558.5557806423
"All","0.5",1.7,175190.959640796,175845.151530107
"JP","0.5",1.7,44098.5396342794,48766.0388234421
"TA","0.5",1.7,33538.3937355758,33916.6970735177
"BS","0.5",1.7,57530.6709526967,61696.2684014848
"Other","0.5",1.7,24705.2007067537,23636.8245339042
"All","0.5",1.8,175375.520183736,176150.807015674
"JP","0.5",1.8,44319.6398340572,48788.5151293564
"TA","0.5",1.8,33742.4782683562,33986.4666165127
"BS","0.5",1.8,58177.1049701665,62102.245500816
"Other","0.5",1.8,24779.1621939735,23727.1066392839
"All","0.5",1.9,175615.18318217,176481.584519802
"JP","0.5",1.9,44558.4172898147,48813.0531026564
"TA","0.5",1.9,33929.5625902256,34058.5761039747
"BS","0.5",1.9,58811.8660911937,62497.9405341021
"Other","0.5",1.9,24856.1315003106,23827.1779287869
"All","0.5",2,175897.470943189,176831.294167718
"JP","0.5",2,44804.7317681659,48839.2896856118
"TA","0.5",2,34097.2684005077,34131.6816877781
"BS","0.5",2,59419.1883591201,62874.9877814693
"Other","0.5",2,24934.2866727336,23934.5572361848
"All","0.6",0,174833.746332348,173728.381388213
"JP","0.6",0,43007.499021837,48374.693403734
"TA","0.6",0,30979.0988172028,33451.6153865301
"BS","0.6",0,52475.4447887366,60559.7250130875
"Other","0.6",0,24293.3192243952,22992.2515810433
"All","0.6",0.1,174522.072333348,173473.524792204
"JP","0.6",0.1,42949.5698624461,48367.1825385863
"TA","0.6",0.1,30969.7640144817,33382.0116541959
"BS","0.6",0.1,52356.4278126821,60186.2860724885
"Other","0.6",0.1,24223.9852393569,22957.501176766
"All","0.6",0.2,174195.749309947,173235.432447041
"JP","0.6",0.2,42886.9050157921,48361.9601097093
"TA","0.6",0.2,30965.0191278964,33317.2724361647
"BS","0.6",0.2,52240.1151639342,59811.9709959784
"Other","0.6",0.2,24154.6022649793,22921.926625747
"All","0.6",0.3,173855.462251403,173016.771157034
"JP","0.6",0.3,42819.2167369965,48358.8450165332
"TA","0.6",0.3,30966.1754282265,33258.8818215529
"BS","0.6",0.3,52128.1982240122,59444.1933386746
"Other","0.6",0.3,24086.3958583658,22885.8033446413
"All","0.6",0.4,173502.669001966,172820.349982528
"JP","0.6",0.4,42746.4287276015,48357.6483929238
"TA","0.6",0.4,30974.9287838855,33208.2485799399
"BS","0.6",0.4,52023.3892357156,59092.1171164945
"Other","0.6",0.4,24020.8715882786,22849.6289145201
"All","0.6",0.5,173139.809629813,172649.131635377
"JP","0.6",0.5,42668.8473803434,48358.2009266984
"TA","0.6",0.5,30993.420656849,33166.6353179146
"BS","0.6",0.5,51929.8263644459,58766.603546394
"Other","0.6",0.5,23959.7794817499,22814.1500938354
"All","0.6",0.6,172770.586191437,172506.240107304
"JP","0.6",0.6,42587.4116953764,48360.3786911354
"TA","0.6",0.6,31024.2880037256,33135.1020867096
"BS","0.6",0.6,51853.5443467991,58479.9572884973
"Other","0.6",0.6,23905.0539028451,22780.3849176279
"All","0.6",0.7,172400.318071848,172394.955299487
"JP","0.6",0.7,42504.0256031669,48364.1249067378
"TA","0.6",0.7,31070.6856758675,33114.4706894404
"BS","0.6",0.7,51802.9351700081,58245.4065296469
"Other","0.6",0.7,23858.7291406632,22749.6371317916
"All","0.6",0.8,172036.336257482,172318.678757774
"JP","0.6",0.8,42421.9473861092,48369.4653685229
"TA","0.6",0.8,31136.2436697199,33105.3107444891
"BS","0.6",0.8,51789.0463830301,58076.2589666039
"Other","0.6",0.8,23822.8313160226,22723.4962652597
"All","0.6",0.9,171688.32491247,172280.84995166
"JP","0.6",0.9,42346.1649005768,48376.5152872467
"TA","0.6",0.9,31224.8929271519,33107.9431128335
"BS","0.6",0.9,51825.4829857363,57984.7131741817
"Other","0.6",0.9,23799.2504392178,22703.8125921277
"All","0.6",1,171368.460193827,172284.794409204
"JP","0.6",1,42283.6232658086,48385.4751560035
"TA","0.6",1,31340.4757348567,33122.4525435535
"BS","0.6",1,51927.6356775656,57980.3928859637
"Other","0.6",1,23789.6006075403,22692.633943443
"All","0.6",1.1,171091.152939782,172333.496845927
"JP","0.6",1.1,42243.1054054488,48396.6137781271
"TA","0.6",1.1,31486.0832190691,33148.7006709808
"BS","0.6",1.1,52111.0234692348,58068.8114818062
"Other","0.6",1.1,23795.0793941987,22692.0934615679
"All","0.6",1.2,170872.209938476,172429.313266911
"JP","0.6",1.2,42234.5461333784,48410.2384617481
"TA","0.6",1.2,31663.1645952529,33186.3329876443
"BS","0.6",1.2,52388.779158082,58250.1170354639
"Other","0.6",1.2,23816.3400712682,22704.2461348487
"All","0.6",1.3,170727.33310207,172573.659012835
"JP","0.6",1.3,42267.6742227029,48426.6551412168
"TA","0.6",1.3,31870.6218730275,33234.7780176509
"BS","0.6",1.3,52768.7079035444,58518.5176112523
"Other","0.6",1.3,23853.3938528891,22730.8668115026
"All","0.6",1.4,170670.090123345,172766.725440435
"JP","0.6",1.4,42350.1597072668,48446.1236260712
"TA","0.6",1.4,32104.2522494884,33293.2418920605
"BS","0.6",1.4,53250.7450582398,58862.660030877
"Other","0.6",1.4,23905.5625869382,22773.2387711469
"All","0.6",1.5,170709.750591287,173007.280292531
"JP","0.6",1.5,42485.7800355829,48468.8145798602
"TA","0.6",1.5,32356.8870880278,33360.7055482381
"BS","0.6",1.5,53825.7567324503,59266.9523357576
"Other","0.6",1.5,23971.5006974008,22831.972619753
"All","0.6",1.6,170849.554695966,173292.595228166
"JP","0.6",1.6,42673.2741303017,48494.7750048204
"TA","0.6",1.6,32619.3279897327,33435.9339034095
"BS","0.6",1.6,54476.2792076956,59713.5141877167
"Other","0.6",1.6,24049.2943561164,22906.8946383104
"All","0.6",1.7,171085.941051777,173618.521625532
"JP","0.6",1.7,42906.3593578165,48523.9077689119
"TA","0.6",1.7,32881.8130713441,33517.505394164
"BS","0.6",1.7,55179.080859191,60184.2666551502
"Other","0.6",1.7,24136.6271499227,22997.0308857433
"All","0.6",1.8,171408.985029995,173979.708248262
"JP","0.6",1.8,43174.914279637,48555.9681566974
"TA","0.6",1.8,33135.5084813037,33603.86548797
"BS","0.6",1.8,55908.735643061,60662.7018960485
"Other","0.6",1.8,24230.9833458455,23100.6921646597
"All","0.6",1.9,171803.909202247,174369.928856612
"JP","0.6",1.9,43466.8644074419,48590.5772797743
"TA","0.6",1.9,33373.5677728099,33693.4004022094
"BS","0.6",1.9,56641.1160750338,61135.0547124791
"Other","0.6",1.9,24329.8517162804,23215.6422473055
"All","0.6",2,172253.212051132,174782.47077632
"JP","0.6",2,43770.1195496405,48627.2493739044
"TA","0.6",2,33591.5625138133,33784.5204719565
"BS","0.6",2,57355.9460349725,61590.8200910888
"Other","0.6",2,24430.8976518655,23339.3149975015
"All","0.7",0,170931.588731836,171345.077744322
"JP","0.7",0,41897.1825274101,48045.8877173543
"TA","0.7",0,30291.1362909243,33004.622387984
"BS","0.7",0,50712.8641530596,59075.6113347347
"Other","0.7",0,23747.6402988159,22361.8958791377
"All","0.7",0.1,170548.823743971,171076.601692882
"JP","0.7",0.1,41835.0204734975,48035.1615141062
"TA","0.7",0.1,30278.6695541816,32926.2077442516
"BS","0.7",0.1,50593.4766132065,58673.8347235392
"Other","0.7",0.1,23668.6436910935,22327.6745337379
"All","0.7",0.2,170150.704127069,170828.750499735
"JP","0.7",0.2,41767.7994648466,48027.6370464456
"TA","0.7",0.2,30270.3708823918,32854.0921259561
"BS","0.7",0.2,50475.234921904,58275.8482655204
"Other","0.7",0.2,23589.8798910601,22292.9023247982
"All","0.7",0.3,169738.518133851,170604.201767164
"JP","0.7",0.3,41695.2198733796,48023.1541351178
"TA","0.7",0.3,30267.4910863035,32789.8496630133
"BS","0.7",0.3,50359.5071045992,57889.4133320633
"Other","0.7",0.3,23512.6970169773,22257.8810092524
"All","0.7",0.4,169314.536436286,170405.724295745
"JP","0.7",0.4,41617.2051346703,48021.5296713037
"TA","0.7",0.4,30271.6692921118,32734.9347209925
"BS","0.7",0.4,50248.5952185936,57523.7920535366
"Other","0.7",0.4,23438.734427586,22223.1300673653
"All","0.7",0.5,168882.247019598,170236.19546269
"JP","0.7",0.5,41534.0796686649,48022.5862051631
"TA","0.7",0.5,30285.0063697847,32690.6140606099
"BS","0.7",0.5,50146.1210939631,57189.6490976512
"Other","0.7",0.5,23369.8842139202,22189.4109153779
"All","0.7",0.6,168446.666908351,170098.619272751
"JP","0.7",0.6,41446.8281880751,48026.1804205395
"TA","0.7",0.6,30310.1360993913,32657.9181149448
"BS","0.7",0.6,50057.4925364816,56898.7943038311
"Other","0.7",0.6,23308.2303027575,22157.7467800434
"All","0.7",0.7,168014.73504716,169996.135287523
"JP","0.7",0.7,41357.441203119,48032.2287281187
"TA","0.7",0.7,30350.2814638141,32637.6162740521
"BS","0.7",0.7,49990.3928963398,56663.7199481795
"Other","0.7",0.7,23255.9662197503,22129.4359658522
"All","0.7",0.8,167595.740544185,169932.001191275
"JP","0.7",0.8,41269.3231347196,48040.7271900197
"TA","0.7",0.8,30409.2623846968,32630.2153454025
"BS","0.7",0.8,49955.168023413,56496.8864865829
"Other","0.7",0.8,23215.2915693735,22106.0524010863
"All","0.7",0.9,167201.677537403,169909.526592837
"JP","0.7",0.9,41187.6943520656,48051.7627086695
"TA","0.7",0.9,30491.3900788931,32635.9748000114
"BS","0.7",0.9,49964.9064749441,56409.7310771717
"Other","0.7",0.9,23188.2891650253,22089.4234350945
"All","0.7",1,166847.35403475,169931.937396416
"JP","0.7",1,41119.8567320989,48065.5121532104
"TA","0.7",1,30601.1570603529,32654.928870514
"BS","0.7",1,50034.9535691493,56411.4344935302
"Other","0.7",1,23176.7878353485,22081.572625211
"All","0.7",1.1,166550.037806254,170002.161937839
"JP","0.7",1.1,41075.1235561827,48082.226768095
"TA","0.7",1.1,30742.641030905,32686.9052277787
"BS","0.7",1.1,50181.6236290604,56507.5910838206
"Other","0.7",1.1,23182.2185114329,22084.6170973036
"All","0.7",1.2,166328.436877857,170122.550900203
"JP","0.7",1.2,41064.1860971749,48102.2014660708
"TA","0.7",1.2,30918.6206196337,32731.5329362597
"BS","0.7",1.2,50420.0412550592,56699.0507029528
"Other","0.7",1.2,23205.4742552207,22100.6168399448
"All","0.7",1.3,166200.933343439,170294.565890711
"JP","0.7",1.3,41097.7863233301,48125.7318242057
"TA","0.7",1.3,31129.5586934863,32788.2375892196
"BS","0.7",1.3,50761.3668047915,56981.265595878
"Other","0.7",1.3,23246.7901786928,22131.3864384073
"All","0.7",1.4,166183.229141966,170518.48740624
"JP","0.7",1.4,41184.8303819037,48153.0644395516
"TA","0.7",1.4,31372.7835245447,32856.2272402315
"BS","0.7",1.4,51210.0434938649,57344.4062297644
"Other","0.7",1.4,23305.6655142857,22178.2942744312
"All","0.7",1.5,166285.85039363,170793.196233402
"JP","0.7",1.5,41330.4151213185,48184.3480375202
"TA","0.7",1.5,31642.2592600411,32934.4776123036
"BS","0.7",1.5,51761.9329177359,57774.3060438518
"Other","0.7",1.5,23380.8521754449,22242.0840979825
"All","0.7",1.6,166512.148290814,171116.072798707
"JP","0.7",1.6,41534.4347553764,48219.5931660179
"TA","0.7",1.6,31929.1758655218,33021.7280241934
"BS","0.7",1.6,52404.0759873554,58254.0440384086
"Other","0.7",1.6,23470.4260304762,22322.7545217902
"All","0.7",1.7,166857.39287567,171483.039302944
"JP","0.7",1.7,41791.308543406,48258.6471501853
"TA","0.7",1.7,32223.2478234755,33116.4990854558
"BS","0.7",1.7,53116.2971009814,58765.7966105758
"Other","0.7",1.7,23571.9383050698,22419.5225095349
"All","0.7",1.8,167309.25628715,171888.744149211
"JP","0.7",1.8,42090.9462305038,48301.1882389836
"TA","0.7",1.8,32514.2980168236,33217.1384243776
"BS","0.7",1.8,53874.1954921326,59292.5588581518
"Other","0.7",1.8,23682.6229449106,22530.8798562935
"All","0.7",1.9,167849.548905423,172326.863301305
"JP","0.7",1.9,42420.583645285,48346.7393306694
"TA","0.7",1.9,32793.62188297,33321.8925763702
"BS","0.7",1.9,54652.6085056554,59819.4400697096
"Other","0.7",1.9,23799.6222846563,22654.7319137509
"All","0.7",2,168456.708689015,172790.474804507
"JP","0.7",2,42766.8534593006,48394.6983709175
"TA","0.7",2,33054.7987564509,33428.9949634844
"BS","0.7",2,55428.6134839446,60334.4077724332
"Other","0.7",2,23920.1932848175,22788.5914463274
"All","0.8",0,166990.692442985,169078.046671681
"JP","0.8",0,40938.8878397252,47692.8490724798
"TA","0.8",0,29706.4981999445,32565.3076559941
"BS","0.8",0,49391.5886478241,57711.9205732091
"Other","0.8",0,23228.2341994938,21813.3618246414
"All","0.8",0.1,166551.350357571,168805.078417026
"JP","0.8",0.1,40874.1103594585,47678.7321567094
"TA","0.8",0.1,29691.6566733902,32481.0029243704
"BS","0.8",0.1,49274.8468180873,57298.8477715813
"Other","0.8",0.1,23142.3329711846,21780.5444239543
"All","0.8",0.2,166096.853224279,168555.990143702
"JP","0.8",0.2,40804.0182018832,47668.7940836056
"TA","0.8",0.2,29680.4810131973,32404.3078874966
"BS","0.8",0.2,49157.7969005189,56894.0535344079
"Other","0.8",0.2,23056.9623843457,21747.4062956307
"All","0.8",0.3,165629.007409953,168333.356991726
"JP","0.8",0.3,40728.2855392839,47662.9115040452
"TA","0.8",0.3,29674.1250767807,32336.7992809371
"BS","0.8",0.3,49041.4664104873,56505.1950086719
"Other","0.8",0.3,22973.5288403221,21714.2604210188
"All","0.8",0.4,165150.744385303,168139.798231739
"JP","0.8",0.4,40646.8069497293,47660.9215979277
"TA","0.8",0.4,29674.1182310203,32279.8953546164
"BS","0.8",0.4,48927.7053936312,56141.1465147799
"Other","0.8",0.4,22893.7259381085,21681.6259905731
"All","0.8",0.5,164666.364950212,167978.001262848
"JP","0.8",0.5,40559.8743764713,47662.6500612909
"TA","0.8",0.5,29682.4449020975,32234.7961254704
"BS","0.8",0.5,48819.540260969,55811.8833593027
"Other","0.8",0.5,22819.4947972805,21650.2496059956
"All","0.8",0.6,164181.864794836,167850.750029684
"JP","0.8",0.6,40468.4354140909,47667.9404134451
"TA","0.8",0.6,29701.6286711364,32202.4460596472
"BS","0.8",0.6,48721.6148051247,55528.2477901649
"Other","0.8",0.6,22752.9654505153,21621.1230149615
"All","0.8",0.7,163705.346161533,167760.947867405
"JP","0.8",0.7,40374.4389327836,47676.681995925
"TA","0.8",0.7,29734.8121417023,32183.5223337936
"BS","0.8",0.7,48640.6768972358,55301.5643293045
"Other","0.8",0.7,22696.3811845978,21595.4956049526
"All","0.8",0.8,163247.464898783,167711.616918756
"JP","0.8",0.8,40281.2474513436,47688.8336672781
"TA","0.8",0.8,29785.8042187107,32178.4459830998
"BS","0.8",0.8,48586.0099747374,55143.0660245513
"Other","0.8",0.8,22652.0055219578,21574.8762110237
"All","0.8",0.9,162821.795018778,167705.850791826
"JP","0.8",0.9,40194.0533008877,47704.4395263476
"TA","0.8",0.9,29859.0355171199,32187.4079490032
"BS","0.8",0.9,48569.6384443656,55063.1016357445
"Other","0.8",0.9,22622.0120448878,21561.0150721304
"All","0.8",1,162444.926872865,167746.698576916
"JP","0.8",1,40120.1768384406,47723.6324563893
"TA","0.8",1,29959.3321566228,32210.3989348866
"BS","0.8",1,48606.0787963619,55070.1352975873
"Other","0.8",1,22608.3590738251,21555.8546044174
"All","0.8",1.1,162136.070798517,167836.969776125
"JP","0.8",1.1,40069.0567888924,47746.6219239374
"TA","0.8",1.1,30091.4144000232,32247.2320466574
"BS","0.8",1.1,48711.4062385317,55169.6339770025
"Other","0.8",1.1,22612.6528704308,21561.4391693072
"All","0.8",1.2,161915.954548186,167978.969830115
"JP","0.8",1.2,40051.7072564123,47773.6649525523
"TA","0.8",1.2,30259.0836526237,32297.5504808592
"BS","0.8",1.2,48901.5138920892,55363.0422623968
"Other","0.8",1.2,22636.0059112498,21579.7807429034
"All","0.8",1.3,161804.928235207,168174.198023726
"JP","0.8",1.3,40079.4927340705,47805.0227565882
"TA","0.8",1.3,30464.1963867057,32360.8180157317
"BS","0.8",1.3,49189.6851014409,55647.1110825086
"Other","0.8",1.3,22678.9030636681,21612.6887560927
"All","0.8",1.4,161820.437329143,168423.055076427
"JP","0.8",1.4,40162.3077481111,47840.9087128803
"TA","0.8",1.4,30705.6986416987,32436.2961593528
"BS","0.8",1.4,49583.9269626833,56013.8164532669
"Other","0.8",1.4,22741.097331681,21661.5849588611
"All","0.8",1.5,161974.322059803,168724.611821505
"JP","0.8",1.5,40306.5671445695,47881.4354582379
"TA","0.8",1.5,30979.1026389705,32523.0172079847
"BS","0.8",1.5,50084.7791966776,56450.964874654
"Other","0.8",1.5,22821.5627700538,21727.3330517204
"All","0.8",1.6,162270.606356886,169076.483013036
"JP","0.8",1.6,40513.6309222183,47926.569724321
"TA","0.8",1.6,31276.7098874669,32619.7660813567
"BS","0.8",1.6,50684.3357459655,56943.3892353856
"Other","0.8",1.6,22918.5279824835,21810.1143804703
"All","0.8",1.7,162704.412608766,169474.833719169
"JP","0.8",1.7,40779.2314414713,47976.1026228684
"TA","0.8",1.7,31588.6106175261,32725.0840453168
"BS","0.8",1.7,51366.9005554768,57474.4797733506
"Other","0.8",1.7,23029.5968429766,21909.3744144003
"All","0.8",1.8,163262.347281431,169914.523374414
"JP","0.8",1.8,41094.1234528082,48029.6403606385
"TA","0.8",1.8,31904.1639973433,32837.3029908773
"BS","0.8",1.8,52111.1465356347,58027.7321036935
"Other","0.8",1.8,23151.9402070717,22023.8515833397
"All","0.8",1.9,163924.260763312,170389.369271606
"JP","0.8",1.9,41445.715753786,48086.6165870452
"TA","0.8",1.9,32213.4892606628,32954.6105811158
"BS","0.8",1.9,52893.1368361658,58588.0385594653
"Other","0.8",1.9,23282.5245910985,22151.683636908
"All","0.8",2,164665.892532016,170892.492439107
"JP","0.8",2,41820.1226857905,48146.3238951846
"TA","0.8",2,32508.5628758593,33075.1374890511
"BS","0.8",2,53689.3630730003,59142.5627068038
"Other","0.8",2,23418.3383158844,22290.5716361699
"All","0.9",0,163176.624500417,166957.497839342
"JP","0.9",0,40126.1974976608,47324.0044262554
"TA","0.9",0,29211.7730103947,32143.656428873
"BS","0.9",0,48399.1660988356,56485.5983076521
"Other","0.9",0,22745.1571034391,21342.3705640846
"All","0.9",0.1,162697.194802324,166687.328528253
"JP","0.9",0.1,40060.1127916769,47306.5296413271
"TA","0.9",0.1,29195.2124940196,32056.1941267848
"BS","0.9",0.1,48286.7388174769,56074.2377597367
"Other","0.9",0.1,22654.9103510603,21311.4370087422
"All","0.9",0.2,162203.460998133,166443.620050322
"JP","0.9",0.2,39988.5258575724,47294.2254071751
"TA","0.9",0.2,29181.8078317584,31977.4586558431
"BS","0.9",0.2,48172.7987128123,55675.0225772833
"Other","0.9",0.2,22565.4765570392,21280.3688903088
"All","0.9",0.3,161697.613625817,166228.77417804
"JP","0.9",0.3,39911.0782551662,47287.0150503379
"TA","0.9",0.3,29172.6021167168,31908.9613950534
"BS","0.9",0.3,48058.0660383154,55295.2046600095
"Other","0.9",0.3,22478.267794516,21249.4801723509
"All","0.9",0.4,161183.043901703,166045.197901949
"JP","0.9",0.4,39827.6201497975,47284.7659261887
"TA","0.9",0.4,29168.9921656944,31852.0257181515
"BS","0.9",0.4,47943.9705273702,54942.986761186
"Other","0.9",0.4,22394.9697698414,21219.2758659323
"All","0.9",0.5,160664.584519235,165895.333898852
"JP","0.9",0.5,39738.3811599692,47287.3156032765
"TA","0.9",0.5,29172.8096654808,31807.7382746713
"BS","0.9",0.5,47832.9690409721,54627.4077499599
"Other","0.9",0.5,22317.502367163,21190.4703290518
"All","0.9",0.6,160148.834635605,165781.698234105
"JP","0.9",0.6,39644.2204453795,47294.5007141316
"TA","0.9",0.6,29186.4116238669,31776.9245186673
"BS","0.9",0.6,47728.9511624597,54358.1449117351
"Other","0.9",0.6,22247.965039682,21164.0030440101
"All","0.9",0.7,159644.575278839,165706.915248191
"JP","0.9",0.7,39546.963091128,47306.1861365855
"TA","0.9",0.7,29212.7746705714,31760.1498418908
"BS","0.9",0.7,47637.7031819816,54145.2089783336
"Other","0.9",0.7,22188.5697140844,21141.0505480026
"All","0.9",0.8,159163.223335402,165673.731676222
"JP","0.9",0.8,39449.8055734012,47322.291513796
"TA","0.9",0.8,29255.5702025604,31757.7420321688
"BS","0.9",0.8,47567.3505807773,53998.4984693908
"Other","0.9",0.8,22141.5607514205,21123.029730181
"All","0.9",0.9,158719.204038269,165684.986551841
"JP","0.9",0.9,39357.7343699041,47342.8110879937
"TA","0.9",0.9,29319.168209106,31769.8259920752
"BS","0.9",0.9,47528.6386142393,53927.1810994721
"Other","0.9",0.9,22109.1208399147,21111.584209866
"All","0.9",1,158330.056454647,165743.514660088
"JP","0.9",1,39277.8474576223,47367.8219600737
"TA","0.9",1,29408.4859231314,31796.3590992118
"BS","0.9",1,47534.8568009402,53938.898085119
"Other","0.9",1,22093.2622858728,21108.5434284219
"All","0.9",1.1,158016.042934406,165851.97205373
"JP","0.9",1.1,39219.4032225163,47397.4763695213
"TA","0.9",1.1,29528.5851325934,31837.1560311785
"BS","0.9",1.1,47601.1978031019,54038.8515368346
"Other","0.9",1.1,22095.7037874652,21115.8452846586
"All","0.9",1.2,157799.04852719,166012.591125768
"JP","0.9",1.2,39193.3813633023,47431.976118885
"TA","0.9",1.2,29683.9600932839,31891.895306902
"BS","0.9",1.2,47743.4071035158,54228.9207245583
"Other","0.9",1.2,22117.7350542812,21135.4188969321
"All","0.9",1.3,157700.676659854,166226.893558998
"JP","0.9",1.3,39211.3977823338,47471.53101087
"TA","0.9",1.3,29877.567834218,31960.1053094255
"BS","0.9",1.3,47975.7557086463,54507.0159701083
"Other","0.9",1.3,22160.0781540087,21169.0337903493
"All","0.9",1.4,157739.686345978,166495.404275643
"JP","0.9",1.4,39284.0165987835,47516.3066207089
"TA","0.9",1.4,30109.8135000262,32041.1337133698
"BS","0.9",1.4,48308.6301899643,54866.8710315547
"Other","0.9",1.4,22222.7648762723,21218.1325784287
"All","0.9",1.5,157929.209108238,166817.414100913
"JP","0.9",1.5,39418.7915181743,47566.3692076556
"TA","0.9",1.5,30377.8324789894,32134.1098550643
"BS","0.9",1.5,48746.288973344,55298.3824396591
"Other","0.9",1.5,22305.0585010085,21283.6720442311
"All","0.9",1.6,158274.395364046,167190.833471482
"JP","0.9",1.6,39618.5922807468,47621.6368503814
"TA","0.9",1.6,30675.3984289445,32237.9136178881
"BS","0.9",1.6,49285.4405696642,55788.4623945715
"Other","0.9",1.6,22405.4482762194,21365.999600404
"All","0.9",1.7,158771.136516252,167612.166026115
"JP","0.9",1.7,39880.774200769,47681.8453842033
"TA","0.9",1.7,30993.5875827217,32351.1652354514
"BS","0.9",1.7,49915.1446440856,56322.2404812639
"Other","0.9",1.7,22521.7314683602,21464.7877917773
"All","0.9",1.8,159406.249705729,168076.611733152
"JP","0.9",1.8,40197.4862705463,47746.5351589104
"TA","0.9",1.8,31322.0339659514,32472.2465467257
"BS","0.9",1.8,50618.1354572494,56884.3777063852
"Other","0.9",1.8,22651.1757192044,21579.0397068209
