"Species","sizeWeight","disWeight","HAIC","IntraHAIC","InterHAIC"
"Black spruce","7.1",1.4,59116.8581154712,59623.9166482939,64903.7272737442
"Other species","7.1",1.4,20175.4835376754,21603.2674595586,21653.9451277117
"All species","7.1",1.5,152534.019184088,156606.106352705,168213.037501324
"Jack pine","7.1",1.5,40713.6569072725,40970.8225336247,45206.8058318491
"Trembling aspen","7.1",1.5,31274.6308178613,32158.515329255,34475.5704396936
"Black spruce","7.1",1.5,59126.6450358045,59669.3971206486,64891.9076903201
"Other species","7.1",1.5,20184.2924298652,21614.0747260537,21643.1473248436
"All species","7.1",1.6,152546.997615564,156664.321380363,168161.647436517
"Jack pine","7.1",1.6,40694.0006738129,40960.4436446096,45205.87127585
"Trembling aspen","7.1",1.6,31275.9961399083,32160.857851305,34457.8529478145
"Black spruce","7.1",1.6,59146.5193103557,59735.0116152361,64884.9537820642
"Other species","7.1",1.6,20198.9045646914,21631.0011211477,21634.943110748
"All species","7.1",1.7,152590.576163676,156766.921624135,168121.532463275
"Jack pine","7.1",1.7,40680.5674651182,40956.6820565696,45207.1786505201
"Trembling aspen","7.1",1.7,31285.0957591568,32171.6060861926,34441.1682010377
"Black spruce","7.1",1.7,59178.3398124338,59822.1383673494,64883.0800040118
"Other species","7.1",1.7,20219.9068494005,21653.9793509615,21629.6093429927
"All species","7.1",1.8,152669.275186355,156915.876601011,168093.320225854
"Jack pine","7.1",1.8,40674.6731953972,40960.5202090314,45210.8110423823
"Trembling aspen","7.1",1.8,31303.1851201206,32191.5285194679,34425.6796374315
"Black spruce","7.1",1.8,59223.693547432,59931.2603667233,64886.4313701166
"Other species","7.1",1.8,20247.69213782,21682.7758009894,21627.3950522544
"All species","7.1",1.9,152786.512786918,157111.417022528,168077.495455366
"Jack pine","7.1",1.9,40677.338407903,40972.640530705,45216.8155380299
"Trembling aspen","7.1",1.9,31331.201062225,32221.0282844328,34411.5504393427
"Black spruce","7.1",1.9,59283.7582393955,60061.8776349628,64895.0703372113
"Other species","7.1",1.9,20282.4296372391,21717.0045884272,21628.5102980197
"All species","7.1",2,152944.347338051,157352.033196614,168074.375386003
"Jack pine","7.1",2,40689.2172569659,40993.3861320958,45225.2005415811
"Trembling aspen","7.1",2,31369.6750883893,32260.1108406342,34398.9378545574
"Black spruce","7.1",2,59359.2011401309,60212.5455165424,64908.9681107374
"Other species","7.1",2,20324.056445938,21756.1539807909,21633.1176599672
"All species","7.2",0,153321.012048842,158176.916515709,169818.759950405
"Jack pine","7.2",0,41050.000524417,41264.4219320125,45385.4004007622
"Trembling aspen","7.2",0,31481.6628741894,32473.7894538482,34784.4002061113
"Black spruce","7.2",0,59287.6350675116,59936.1454870504,65414.933916652
"Other species","7.2",0,20288.4787218496,21882.7181723843,21947.040524455
"All species","7.2",0.1,153287.374434371,158042.93065577,169690.499363324
"Jack pine","7.2",0.1,41040.5763968439,41253.8775569601,45369.2675387845
"Trembling aspen","7.2",0.1,31473.9688597762,32453.3228433549,34764.7147984248
"Black spruce","7.2",0.1,59277.7513656035,59899.2218358713,65367.4975138337
"Other species","7.2",0.1,20280.7774071872,21851.7049433894,21922.9867119116
"All species","7.2",0.2,153250.42704841,157907.373040701,169563.008692431
"Jack pine","7.2",0.2,41029.7732268913,41242.1702289725,45353.1413381565
"Trembling aspen","7.2",0.2,31465.4439263626,32432.2642804981,34744.7083313061
"Black spruce","7.2",0.2,59267.2321704049,59862.3838170271,65320.9035475048
"Other species","7.2",0.2,20272.46043419,21820.7444906046,21899.0556530649
"All species","7.2",0.3,153209.879944865,157770.662262756,169436.719316667
"Jack pine","7.2",0.3,41017.3958411668,41229.1429832011,45337.1180042953
"Trembling aspen","7.2",0.3,31455.9954032194,32410.5739692007,34724.4186528987
"Black spruce","7.2",0.3,59256.0256102789,59825.8163780863,65275.3345263124
"Other species","7.2",0.3,20263.5546894801,21790.1124997338,21875.3129954636
"All species","7.2",0.4,153165.479965932,157633.414600239,169312.10586945
"Jack pine","7.2",0.4,41003.2406722908,41214.6419547836,45321.3071287807
"Trembling aspen","7.2",0.4,31445.5359007046,32388.2367438679,34703.888538012
"Black spruce","7.2",0.4,59244.0957878142,59789.7758825008,65230.9916511374
"Other species","7.2",0.4,20254.115574253,21760.1536281949,21851.8377451847
"All species","7.2",0.5,153117.052290912,157496.478604623,169189.685250759
"Jack pine","7.2",0.5,40987.1067492197,41198.5298988978,45305.8311592337
"Trembling aspen","7.2",0.5,31433.994264417,32365.2742809339,34683.1656476651
"Black spruce","7.2",0.5,59231.4370311713,59754.6117443097,65188.0963119428
"Other species","7.2",0.5,20244.2371943493,21731.2767732691,21828.7212746023
"All species","7.2",0.6,153064.561723762,157360.992614309,169070.015821092
"Jack pine","7.2",0.6,40968.8134781475,41180.7061016685,45290.8244469359
"Trembling aspen","7.2",0.6,31421.3312610637,32341.7602959739,34662.302645008
"Black spruce","7.2",0.6,59218.094879539,59720.8048196645,65146.8914485071
"Other species","7.2",0.6,20234.0652710142,21703.9476707457,21806.0668759488
"All species","7.2",0.7,153008.198645913,157228.468784635,168953.697445382
"Jack pine","7.2",0.7,40948.2272271316,41161.1338041735,45276.4320297149
"Trembling aspen","7.2",0.7,31407.5606916676,32317.839724936,34641.3575529329
"Black spruce","7.2",0.7,59204.1955521194,59689.0224370399,65107.6425490307
"Other species","7.2",0.7,20223.8127065508,21678.6797520985,21783.9904429541
"All species","7.2",0.8,152948.49264519,157100.897637868,168841.372671149
"Jack pine","7.2",0.8,40925.2980590598,41139.875339071,45262.8083185229
"Trembling aspen","7.2",0.8,31392.776586754,32293.7529083512,34620.3944268677
"Black spruce","7.2",0.8,59189.9849287325,59660.183419131,65070.6378352925
"Other species","7.2",0.8,20213.7770104246,21656.022750476,21762.6225816747
"All species","7.2",0.9,152886.451431634,156980.859173446,168733.728769665
"Jack pine","7.2",0.9,40900.1060530397,41117.1333383937,45250.1157917725
"Trembling aspen","7.2",0.9,31377.1868753992,32269.8649719252,34599.4844057201
"Black spruce","7.2",0.9,59175.8761575474,59635.5213660759,65036.1870269955
"Other species","7.2",0.9,20204.3574797347,21636.5485048825,21742.1121317222
"All species","7.2",1,152823.712635939,156871.618988434,168631.499708318
"Jack pine","7.2",1,40872.9132877242,41093.293273121,45238.5236777506
"Trembling aspen","7.2",1,31361.1526300846,32246.6981051384,34578.7071424213
"Black spruce","7.2",1,59162.5016222315,59616.6319706681,65004.6181728035
"Other species","7.2",1,20196.0681698197,21620.83413502,21722.6306207637
"All species","7.2",1.1,152762.682763402,156777.177921544,168535.466390815
"Jack pine","7.2",1.1,40844.2133065365,41068.9585702138,45228.2064438592
"Trembling aspen","7.2",1.1,31345.2289236864,32224.9600480347,34558.1524538154
"Black spruce","7.2",1.1,59150.7605427604,59605.488772935,64976.2723954556
"Other species","7.2",1.1,20189.5409978118,21609.4427790203,21704.376503882
"All species","7.2",1.2,152706.626001784,156702.234837443,168446.452866669
"Jack pine","7.2",1.2,40814.7663212137,41044.9666488459,45219.3417282927
"Trembling aspen","7.2",1.2,31330.1987922778,32205.5575483583,34537.9218210811
"Black spruce","7.2",1.2,59141.8494310922,59604.4102222706,64951.4967789525
"Other species","7.2",1.2,20185.5133398916,21602.9012636652,21687.5774052965
"All species","7.2",1.3,152659.662878155,156652.025250661,168365.316106817
"Jack pine","7.2",1.3,40785.6074896332,41022.3752492653,45212.1072062234
"Trembling aspen","7.2",1.3,31317.087701706,32189.5823241637,34518.1292796927
"Black spruce","7.2",1.3,59137.2613003484,59615.9619815497,64930.6357185723
"Other species","7.2",1.3,20184.797515777,21601.6738642894,21672.4885657077
"All species","7.2",1.4,152626.64925952,156632.020981672,168292.927839788
"Jack pine","7.2",1.4,40758.0184614618,41002.4141069385,45206.675939612
"Trembling aspen","7.2",1.4,31307.1453231592,32178.2615211976,34498.9013898222
"Black spruce","7.2",1.4,59138.7427813555,59642.7868138391,64914.0208191463
"Other species","7.2",1.4,20188.2344591685,21606.1328204908,21659.3866505499
"All species","7.2",1.5,152612.928191097,156647.51178208,168230.148726959
"Jack pine","7.2",1.5,40733.4587105348,40986.4049300748,45203.2101649668
"Trembling aspen","7.2",1.5,31301.7866122613,32172.8734984749,34480.3762922393
"Black spruce","7.2",1.5,59148.205982088,59687.3709561142,64901.9591478345
"Other species","7.2",1.5,20196.6374495935,21616.5287181849,21648.5595228094
"All species","7.2",1.6,152623.974443339,156703.124620835,168177.796934071
"Jack pine","7.2",1.6,40713.4616553816,40975.6597217403,45201.8540995264
"Trembling aspen","7.2",1.6,31302.4942029814,32174.6391657774,34462.7020528398
"Black spruce","7.2",1.6,59167.6017072924,59751.7760784263,64894.7196859013
"Other species","7.2",1.6,20210.7327079943,21632.9656162328,21640.2935943905
"All species","7.2",1.7,152664.976568381,156802.358742567,168136.614076864
"Jack pine","7.2",1.7,40699.5093017061,40971.372246306,45202.7267905985
"Trembling aspen","7.2",1.7,31310.6946272622,32184.6057484811,34446.0343824186
"Black spruce","7.2",1.7,59198.7693118129,59837.3825496806,64892.5183692875
"Other species","7.2",1.7,20231.1035320567,21655.38603935,21634.860522023
"All species","7.2",1.8,152740.416274087,156947.218778789,168107.231593428
"Jack pine","7.2",1.8,40692.9054591034,40974.519277271,45205.9160073952
"Trembling aspen","7.2",1.8,31327.6275037872,32203.5424182948,34430.5335224592
"Black spruce","7.2",1.8,59243.2834848986,59944.6956134063,64895.5030082509
"Other species","7.2",1.8,20258.1446372924,21683.5695415639,21632.5046695152
"All species","7.2",1.9,152853.705970023,157138.011726219,168090.140399301
"Jack pine","7.2",1.9,40694.6687883878,40985.7865602742,45211.4737761288
"Trembling aspen","7.2",1.9,31354.2283561066,32231.8655344723,34416.3599691841
"Black spruce","7.2",1.9,59302.3187674901,60073.2565910017,64903.7401747566
"Other species","7.2",1.9,20292.0328076727,21717.1457366781,21633.4323902163
"All species","7.2",2,153006.933554049,157373.338889397,168085.666544151
"Jack pine","7.2",2,40705.4621844991,41005.5292526979,45219.4137011482
"Trembling aspen","7.2",2,31391.0431622141,32269.6054933838,34403.668982595
"Black spruce","7.2",2,59376.5492434847,60221.6771879669,64917.2063917802
"Other species","7.2",2,20332.7180130562,21755.6194777885,21637.8038585868
"All species","7.3",0,153398.381916721,158207.182429065,169838.324832599
"Jack pine","7.3",0,41067.7042095674,41278.1775698349,45384.8837968834
"Trembling aspen","7.3",0,31507.7408810825,32485.5226686013,34787.181814777
"Black spruce","7.3",0,59308.6449365083,59951.588617913,65424.9288446546
"Other species","7.3",0,20301.329352874,21884.9212359926,21951.536322024
"All species","7.3",0.1,153365.105182401,158074.814438196,169710.485168361
"Jack pine","7.3",0.1,41058.4002473572,41267.7753271508,45368.7439044142
"Trembling aspen","7.3",0.1,31500.1643903236,32465.3610897324,34767.6552493287
"Black spruce","7.3",0.1,59298.8652963889,59915.1979151953,65377.6650793788
"Other species","7.3",0.1,20293.7058533761,21854.1349400321,21927.5790554411
"All species","7.3",0.2,153328.540985224,157940.896065626,169583.361274363
"Jack pine","7.3",0.2,41047.7301701168,41256.2200656715,45352.5944587382
"Trembling aspen","7.3",0.2,31491.765783236,32444.6135509507,34747.8078034698
"Black spruce","7.3",0.2,59288.4556719951,59878.8974450933,65331.2294200771
"Other species","7.3",0.2,20285.4696886484,21823.4014211719,21903.7438438542
"All species","7.3",0.3,153288.398634354,157805.834778344,169457.376979048
"Jack pine","7.3",0.3,41035.4999237314,41243.3555664821,45336.5284829603
"Trembling aspen","7.3",0.3,31482.452685823,32423.2395614592,34727.6764778539
"Black spruce","7.3",0.3,59277.3642808904,59842.8685970883,65285.8025911972
"Other species","7.3",0.3,20276.6464753367,21792.9924333878,21880.0957762904
"All species","7.3",0.4,153244.422600444,157670.23098669,169332.999428631
"Jack pine","7.3",0.4,41021.5067532789,41229.0283091544,45320.6523121122
"Trembling aspen","7.3",0.4,31472.1375362738,32401.222440653,34707.3032297424
"Black spruce","7.3",0.4,59265.5549626173,59807.3624987222,65241.5838277762
"Other species","7.3",0.4,20267.28973558,21763.2475361185,21856.7131344396
"All species","7.3",0.5,153196.433231271,157534.911714126,169210.738337106
"Jack pine","7.3",0.5,41005.5499270061,41213.100707976,45305.0852179767
"Trembling aspen","7.3",0.5,31460.7482318894,32378.5812146188,34686.7349418609
"Black spruce","7.3",0.5,59253.0212064989,59772.7211816053,65198.7923481188
"Other species","7.3",0.5,20257.4909014618,21734.5693455711,21833.686447408
"All species","7.3",0.6,153144.386889649,157400.986869585,169091.145408502
"Jack pine","7.3",0.6,40987.4481300965,41195.4706285795,45289.9586348768
"Trembling aspen","7.3",0.6,31448.243387879,32355.3854268319,34666.0235270932
"Black spruce","7.3",0.6,59239.8068198223,59739.4152915263,65157.6687058594
"Other species","7.3",0.6,20247.3920036714,21707.4161705845,21811.1180801509
"All species","7.3",0.7,153088.460377328,157269.931703532,168974.814567802
"Jack pine","7.3",0.7,40967.0655138157,41176.098297254,45275.415128009
"Trembling aspen","7.3",0.7,31434.6328820266,32331.773844628,34645.2262519043
"Black spruce","7.3",0.7,59226.034966392,59708.0982329932,65118.4758002925
"Other species","7.3",0.7,20237.2009853229,21682.2929733503,21789.1229175469
"All species","7.3",0.8,153029.162634679,157143.689626648,168862.383259646
"Jack pine","7.3",0.8,40944.3477353916,41155.0408157844,45261.6072547507
"Trembling aspen","7.3",0.8,31420.0043255143,32307.9780738301,34624.4063517763
"Black spruce","7.3",0.8,59211.9465959674,59679.6702141613,65081.4990962374
"Other species","7.3",0.8,20227.2088653435,21659.7401783918,21767.8304333257
"All species","7.3",0.9,152967.47141236,157024.7817943,168754.534528278
"Jack pine","7.3",0.9,40919.3674629404,41132.4926922614,45248.6964050248
"Trembling aspen","7.3",0.9,31404.5558607485,32284.3513049653,34603.6340038004
"Black spruce","7.3",0.9,59197.9474013612,59655.3406799953,65047.0454474988
"Other species","7.3",0.9,20217.8066858011,21640.3198141856,21747.388123696
"All species","7.3",1,152904.982791474,156916.402453704,168651.998947135
"Jack pine","7.3",1,40892.3755247614,41108.8277590287,45236.851584307
"Trembling aspen","7.3",1,31388.6344532405,32261.3999961788,34582.9876639666
"Black spruce","7.3",1,59184.6591078069,59636.6752063952,65015.4400127107
"Other species","7.3",1,20209.4983525618,21624.5991785197,21727.9658376805
"All species","7.3",1.1,152844.048367069,156822.46929666,168555.554752614
"Jack pine","7.3",1.1,40863.8497159149,41084.6339081801,45226.2479444048
"Trembling aspen","7.3",1.1,31372.7758779011,32239.812010684,34562.5556211998
"Black spruce","7.3",1.1,59172.9665109109,59625.6116159927,64987.0211118658
"Other species","7.3",1.1,20202.9038206263,21613.1322204559,21709.7598753577
"All species","7.3",1.2,152787.863564519,156747.589248643,168466.023921882
"Jack pine","7.3",1.2,40834.5297809683,41060.7292251968,45217.0646915555
"Trembling aspen","7.3",1.2,31357.7381819358,32220.4702702096,34542.4374183628
"Black spruce","7.3",1.2,59164.0476933946,59624.4285370153,64962.1332516999
"Other species","7.3",1.2,20198.7470999387,21606.4379921004,21692.9951012219
"All species","7.3",1.3,152740.467894516,156696.902998985,168384.261850675
"Jack pine","7.3",1.3,40805.4261790357,41038.1491103909,45209.4818704116
"Trembling aspen","7.3",1.3,31344.5164048323,32204.4397628995,34522.7447014772
"Black spruce","7.3",1.3,59159.3735540783,59635.6505905452,64941.1186402475
"Other species","7.3",1.3,20197.826535949,21604.9752751591,21677.9233123881
"All species","7.3",1.4,152706.62819395,156675.79344584,168311.139189155
"Jack pine","7.3",1.4,40777.7930077016,41018.0995282878,45203.6755933275
"Trembling aspen","7.3",1.4,31334.325724334,32192.9200564384,34503.6012067807
"Black spruce","7.3",1.4,59160.6659855951,59661.8825379844,64924.3072745024
"Other species","7.3",1.4,20200.969622569,21609.1139367051,21664.8170528288
"All species","7.3",1.5,152691.597361935,156689.478068533,168247.516165497
"Jack pine","7.3",1.5,40753.0616050989,41001.8792288801,45199.811697149
"Trembling aspen","7.3",1.5,31328.5451934746,32187.1640385899,34485.1418997978
"Black spruce","7.3",1.5,59169.8115786516,59705.5808742557,64912.0054013314
"Other species","7.3",1.5,20208.978090659,21619.105965733,21653.9595038651
"All species","7.3",1.6,152700.7677934,156742.539137402,168194.211468015
"Jack pine","7.3",1.6,40732.7395914514,40990.7806638208,45198.038432978
"Trembling aspen","7.3",1.6,31328.6239069527,32188.3726879228,34467.5114674085
